text,label,predictions
"In Japan’s soft drink market, sales of canned coffee have been on the decline in recent years. For Kirin Beverage, decreased sales of canned coffee products were having a relatively large impact on performance because these products are highly profitable. It was able to compensate for these results with growing sales of other products, but finding a way to halt the falling sales of FIRE became a serious issue. Compared with beer brands, devising medium- to long-term marketing strategies for soft drink brands is more difficult as the cycle of releasing new products and renewing existing brands is much faster. Kirin Beverage had been implementing a short-term cycle, as conventionally done by soft drink makers in Japan, but due to the impact of the downward trend in the market, its marketing campaigns were less and less successful. Therefore, in the autumn of 2019, Kirin Beverage adopted Kirin Brewery’s marketing methods to renew FIRE in an effort to restart the brand’s sales growth.",0,2
"We led with purpose and culture, empowering the IBMer at the center of our efforts. As IBM focuses on leadership in the era of hybrid cloud and AI, we are taking a number of decisive steps to create a culture where all employees can thrive. In March 2020, we transitioned 95 percent of IBMers to remote work within days, and throughout the year, we launched global initiatives to support the health and well-being of IBMers amid the pandemic. Today, we are shaping the future of work for a post-COVID era, building on our longtime approach to flexible and collaborative innovation. We are making every effort to address employee needs and commitments for empathy, transparency and social responsibility in this new era.",0,2
"The Call for Code Initiative was created in 2018 by David Clark Cause and founding partner IBM, joined by United Nations Human Rights and the Linux Foundation. Participants build applications on open source–powered software, including Red Hat OpenShift®, IBM Cloud®, IBM Watson®, IBM Blockchain, atmospheric data from IBM’s Weather Company and resources from ecosystem partners. Winning teams of the Call for Code Global Challenge receive $200,000 and support from IBM Service Corps, technical experts and ecosystem partners to incubate their technology, open source their code and deploy their solution in communities around the world.",0,3
"IBM has been an industry leader in releasing numerous public policy positions with concrete, actionable recommendations regarding the development, regulation and ethical use of AI. For example, IBM CEO Arvind Krishna’s letter to the US Congress in June 2020 said that IBM “firmly opposes and will not condone uses of any technology, including facial recognition technology offered by other vendors, for mass surveillance, racial profiling, or violations of basic human rights and freedoms.” In September, IBM called for facial recognition to be included in America’s list of export-controlled technologies, recognizing its potential use “to suppress dissent, to infringe on the rights of minorities, or to erase basic expectations of privacy.” Learn more about IBM’s AI-related positions at THINKPolicy.",0,3
"Yamaha Motor products are created through collaboration with numerous suppliers in Japan and other countries. As our procurement and sales structures expand with our increasingly global business, the Yamaha Motor Group is establishing cooperative relationships with suppliers and dealers in Japan and around the world based on a spirit of mutual trust and mutual benefit. For this reason, we strive to conduct fair business in compliance with the competition laws of all countries and regions while working to create partnerships that aim for mutual, sustainable growth.",0,2
"To sustainably develop operational activities that are capable of flexibly responding to customer diversity, product diversity and the globally expanding market, we acknowledge that adequate risk-taking and decisive decision-making are necessary. We also place importance on multilaterally understanding and appropriately overseeing issues and risks associated with the implementation of management strategies. We believe it is effective to structure a corporate governance system consisting of the Board of Directors, made up of Directors of the Company who are familiar with the Company’s customer characteristics, products, business operations and functions and Outside Directors who have a wealth of knowledge in global corporate management, and the Audit & Supervisory Board whose members include Outside Audit & Supervisory Board Members with professional knowledge in areas including accounting, legal affairs, and management administration. Under this corporate governance system, Executive Officers are appointed to execute operational duties in a timely manner, and the Board of Directors delegates matters related to the execution of business operations to the Executive Officers.",0,4
"Net non-operating income was positive in the amount of ¥4.8 billion, which was ¥5.2 billion, or 52.2%, lower than in the previous year. This included ¥9.9 billion of interest income (compared with ¥7.8 billion in the previous year), a ¥2.0 billion of gain on revaluation of sales finance assets (compared with a year-earlier ¥0.7 billion of loss) and ¥1.9 billion of sales finance-related income (compared with ¥0.5 billion) at North American subsidiaries, and foreign exchange losses of ¥9.2 billion (compared with a ¥5.1 billion gain last year) at subsidiaries in mainly Asia",0,1
"Forecast for Fiscal 2016 The Company’s demand forecast for major businesses in 2016 is for continued solid macroeconomic conditions in developed markets, but with uncertainty continuing in emerging markets due to declining resource prices and weaker currencies in countries like Indonesia and Brazil. Given these expectations, the Company plans to increase the earnings power of all its businesses. This will be achieved by further developing the market for platform models in the motorcycle business, leveraging the strength of the brand to maintain high profitability in the marine products business, and strengthening the sports segment for ROVs in the power products business. These earnings will then be invested to facilitate lasting growth, with the aim of evolving into “a unique company that continues to achieve dynamic milestones.”",0,2
"A weakening of the global economic envi- ronment could result in a deterioration of the market environment and the competi- tive situation in the industry. In particular, a stronger than anticipated decline or a prolonged weakness of the construc- tion market could result in a significant decline in the new equipment market and a more challenging market environment for services. In particular, a sustained mar- ket decline in China, which accounts for approximately 30% of KONE’s sales, could have an adverse effect on KONE’s growth and profitability.",0,2
"Customer credit risks relate to advance payments receivable from customers or to accounts receivable related to equipment handed over or to services rendered. This risk is managed by defining the rules for tendering, payment terms, authorizations and credit control as well as project man- agement controls. Advance payments, documentary credits and guarantees are used in payment terms to minimize customer credit risks. KONE proactively manages its accounts receivable in order to minimize the risk of customer defaults.",0,3
KONE’S NET WORKING CAPITAL • Our business model enables us to operate with negative net working capital. • KONE operates with advance payments across businesses and geographies. Advance pay- ments consist of customer pay- ments for new equipment and modernization orders included in work-in-progress as well maintenance contracts.,0,2
"As a result of travel restrictions arising from the current global pandemic, we were unable to carry out our assurance activities as originally planned and agreed with Gold Fields. In-person visits to operations and the head office were replaced with remote reviews via teleconference and video calls for this year’s assurance engagement. While we believe these changes do not affect our reasonable assurance opinions above, we draw attention to the possibility that if we had undertaken in-person visits we may have identified errors and omissions in the assured information that we did not discover through the alternative approach.",0,3
"After a difficult 2018, in which we undertook a significant restructuring process, which resulted in reducing our workforce by a third, South Deep can now report material and steady progress towards sustainable growth. With costs cut by 31% and production up by over 40%, South Deep stemmed its decade- long cash burn in 2019 and contributed US$15m in net cash compared to an outflow of US$146m in 2018. As significant, the leadership team has managed to facilitate a new culture of performance at the mine, as exemplified by a 30% improvement in employee and fleet productivity. It truly is remarkable progress, and we are cautiously optimistic about further entrenching these developments during 2020.",0,1
"In addition to the international standards and guidelines with which we voluntarily align (detailed on p03 of our AFR), we are committed to entrenching the principles of King IV throughout our business. The application of King IV within Gold Fields can be found in our full Corporate Governance Report (p14 – 16 of our AFR).",0,2
"In our view, capital expenditure in the industry has to increase, with companies needing to spend on new projects and exploration to maintain production levels. We believe that the recent spate of consolidation in the industry – led by the mergers between Barrick Gold and Randgold, and Newmont Gold and Goldcorp – is a response to the under-investment.",0,2
